85 86 89     0 0 4 2   0 2 0  0 20 0 0   0 0 34 0 0    0 18 0 0    16 0 0
86 81 88     1 0 4 0   0 0 0  4 0 0 0    0 40 5 0 0    0 0 36 0    0 0 32
87 88 81     2 1 3 0   0 0 0  0 0 0 0    8 9 5 0 0     0 0 40 1    0 0 0
88 89 86     1 0 4 0   0 0 0  0 0 0 2    0 0 10 17 0   0 18 0 0    16 0 0
89 90 85     0 0 4 1   4 0 0  0 34 0 0   0 20 0 0 0    0 36 0 0    0 32 0
90 91 84     2 0 3 0   0 0 0  0 0 0 0    8 5 0 0 0     0 40 9 1    0 0 0
91 92 83     1 0 4 0   0 0 0  0 0 0 2    0 0 0 18 0    0 10 17 0   16 0 0
92 87 82     0 0 4 0   4 0 0  0 36 0 0   0 0 34 0 0    0 20 0 0    0 32 0
93 94 96     1 2 3 0   0 0 0  4 0 0 0    0 42 9 1 0    16 0 0 0    0 0 0
94 95 95     1 0 4 0   0 0 0  0 0 2 0    0 0 18 0 0    8 21 0 0    0 32 0
95 96 94     1 0 4 0   0 0 0  4 0 0 0    0 36 0 0 0    0 42 1 0    16 0 0
96 97 93     1 0 3 0   0 0 0  0 0 2 0    8 9 21 0 0    0 0 32 0    0 0 0
97 98 98     1 0 4 2   0 0 0  0 4 0 0    0 0 42 1 0    0 18 0 0    16 0 0
98 93 97     1 0 4 0   0 0 0  0 2 0 0    8 21 0 0 0    0 36 0 0    0 32 0
99 100 105   1 2 3 0   0 0 0  0 6 0 0    0 26 41 1 0   16 0 0 0    0 0 0
100 101 110  1 0 4 1   0 0 0  0 2 0 0    12 19 0 0 0   52 0 0 0    32 0 0
101 102 109  1 0 3 0   0 0 0  4 0 0 0    0 38 0 0 0    24 41 1 0   0 0 0
102 103 108  1 0 3 0   0 0 0  0 0 2 0    8 13 19 0 0   0 48 0 0    0 0 0
103 104 107  1 0 4 0   0 0 0  0 4 0 0    0 0 38 0 0    0 26 33 0   16 0 0
104 99 106   1 0 3 0   0 0 0  8 13 3 0   0 0 52 0 0    0 0 32 0    0 0 0
105 106 99   1 1 3 0   0 0 0  0 6 0 0    8 25 37 0 0   0 0 32 0    0 0 0
106 107 104  1 0 3 0   0 0 0  12 11 1 0  0 50 0 0 0    16 0 0 0    0 0 0
107 108 103  1 0 4 0   0 0 0  0 2 0 0    0 22 0 0 0    24 37 0 0   0 32 0
108 109 102  1 0 3 0   0 0 0  4 0 0 0    0 44 11 1 0   0 48 0 0    0 0 0
109 110 101  1 0 3 0   0 0 0  0 0 2 0    0 0 22 0 0    8 25 33 0   0 0 0
110 105 100  1 0 4 2   0 0 0  4 0 0 0    0 44 3 0 0    0 50 0 0    16 0 0
111 112 117  1 2 3 0   0 0 0  0 0 6 0    0 10 25 33 0  16 0 0 0    0 0 0
112 113 122  1 0 4 1   0 0 0  12 3 0 0   0 50 0 0 0    20 0 0 0    32 0 0
113 114 121  1 0 3 0   0 0 0  6 0 0 0    24 37 0 0 0   0 40 1 0    0 0 0
114 115 120  1 0 3 0   0 0 0  0 0 2 0    12 11 17 0 0  48 0 0 0    0 0 0
115 116 119  1 0 4 0   0 0 0  0 4 0 0    0 0 34 0 0    0 22 0 0    24 33 0
116 111 118  1 0 3 0   0 0 0  8 5 0 0    0 0 44 3 0    0 0 48 0    0 0 0
117 118 111  1 1 3 0   0 0 0  6 0 0 0    24 41 5 0 0   0 0 32 0    0 0 0
118 119 116  1 0 3 0   0 0 0  0 10 1 0   12 19 0 0 0   48 0 0 0    0 0 0
119 120 115  1 0 4 0   0 0 0  0 2 0 0    0 20 0 0 0    0 38 0 0    24 33 0
120 121 114  1 0 3 0   0 0 0  4 0 0 0    0 40 13 3 0   0 0 48 0    0 0 0
121 122 113  1 0 3 0   0 0 0  0 0 6 0    0 0 26 33 0   8 17 0 0    0 0 0
122 117 112  1 0 4 2   0 0 0  12 3 0 0   0 52 0 0 0    0 34 0 0    16 0 0
123 124 126  1 2 3 0   0 0 0  0 0 0 2    0 10 9 17 0   16 0 0 0    0 0 0
124 125 128  1 0 4 1   0 4 0  0 0 34 0   0 0 18 0 0    0 20 0 0    0 32 0
125 123 127  1 0 3 0   0 0 0  8 5 0 0    0 0 36 0 0    0 0 40 1    0 0 0
126 127 123  1 1 3 0   0 0 0  4 0 0 0    0 40 9 5 0    0 0 0 32    0 0 0
127 128 125  1 0 3 0   0 0 0  0 0 10 1   0 0 18 0 0    8 17 0 0    0 0 0
128 126 124  1 0 4 2   0 2 0  0 20 0 0   0 0 36 0 0    0 0 34 0    0 16 0
129 130 129  1 2 3 0   0 0 0  0 6 0 0    0 26 37 0 0   16 0 32 0   0 0 0
130 131 134  1 0 3 0   0 0 0  12 11 1 0  0 52 0 0 0    0 32 0 0    0 0 0
131 132 133  1 0 3 0   0 0 0  0 2 0 0    0 22 0 0 0    24 41 1 0   0 0 0
132 133 132  1 0 3 0   0 0 0  4 0 2 0    0 44 19 0 0   0 48 0 0    0 0 0
133 134 131  1 0 3 0   0 0 0  0 4 0 0    0 0 38 0 0    8 25 33 0   0 0 0
134 129 130  1 0 3 2   0 0 0  8 13 3 0   0 0 50 0 0    0 16 0 0    0 0 0
135 136 141  2 2 3 0   0 0 0  0 0 0 0    0 10 5 0 0    16 0 40 1   0 0 0
136 137 146  1 0 4 2   0 0 0  0 0 2 0    0 10 17 0 0   20 0 0 0    32 0 0
137 138 145  1 0 4 0   0 0 0  4 0 0 0    0 34 0 0 0    20 0 0 0    40 1 0
138 139 144  2 0 3 0   0 0 0  0 0 0 0    8 5 0 2 0     0 40 17 0   0 0 0
139 140 143  1 0 4 0   0 0 0  0 0 4 0    0 0 0 34 0    0 10 17 0   16 0 0
140 135 142  1 0 4 0   0 0 0  8 5 0 0    0 0 34 0 0    0 20 0 0    0 32 0
141 142 135  2 1 3 0   0 0 0  0 0 0 0    0 0 10 5 0    8 17 0 32   0 0 0
142 143 140  1 0 4 0   0 0 0  0 10 1 0   0 20 0 0 0    0 34 0 0    16 0 0
143 144 139  1 0 4 0   0 0 0  2 0 0 0    20 0 0 0 0    40 5 0 0    0 32 0
144 145 138  2 0 3 0   0 0 0  0 0 0 0    4 0 10 1 0    40 17 0 0   0 0 0
145 146 137  1 0 4 0   0 0 0  0 0 2 0    0 0 20 0 0    0 0 34 0    8 17 0
146 141 136  1 0 4 0   0 0 0  4 0 0 0    0 40 5 0 0    0 0 34 0    0 16 0
147 148 153  1 2 3 0   0 0 0  4 0 0 0    0 42 5 0 0    16 0 32 0   0 0 0
148 149 158  1 0 3 0   0 0 0  0 10 1 0   8 21 0 0 0    0 32 0 0    0 0 0
149 150 157  1 0 4 0   0 0 0  0 2 0 0    0 20 0 0 0    0 42 1 0    16 0 0
150 151 156  1 0 3 0   0 0 0  4 0 2 0    0 40 21 0 0   0 0 32 0    0 0 0
151 152 155  1 0 3 0   0 0 0  0 4 0 0    0 0 42 1 0    8 17 0 0    0 0 0
152 147 154  1 0 4 2   0 0 0  0 2 0 0    8 21 0 0 0    0 34 0 0    16 0 0
153 154 147  1 1 3 0   0 0 0  0 0 2 0    0 10 21 0 0   16 0 32 0   0 0 0
154 155 152  1 0 4 1   0 0 0  4 0 0 0    0 42 1 0 0    20 0 0 0    32 0 0
155 156 151  1 0 3 0   0 0 0  0 2 0 0    8 21 0 0 0    0 40 1 0    0 0 0
156 157 150  1 0 3 0   0 0 0  4 0 2 0    0 42 17 0 0   16 0 0 0    0 0 0
157 158 149  1 0 4 0   0 0 0  0 4 0 0    0 0 34 0 0    8 21 0 0    0 32 0
158 153 148  1 0 3 0   0 0 0  8 5 0 0    0 0 42 1 0    0 16 0 0    0 0 0
159 160 164  1 2 3 0   0 0 0  0 0 10 1   0 10 17 0 0   16 0 0 0    0 0 0
160 161 163  0 0 4 0   0 2 0  0 20 0 0   0 0 34 0 0    0 20 0 0    0 32 0
161 162 162  1 0 3 0   0 0 0  4 0 0 0    0 40 5 0 0    0 0 40 1    0 0 0
162 163 161  1 0 3 0   0 0 0  0 0 0 2    0 0 10 17 0   8 17 0 0    0 0 0
163 164 160  0 0 4 2   0 4 0  0 0 34 0   0 0 20 0 0    0 0 34 0    0 16 0
164 159 159  1 0 3 0   0 0 0  8 5 0 0    0 0 40 5 0    0 0 0 32    0 0 0

