GEOMETRY POINT     7.5000     0.0000     2.5000
GEOMETRY POINT     2.5000     0.0000    -5.5000
GEOMETRY POINT     2.5000     0.0000     5.5000
GEOMETRY POINT     2.5000    20.0000    -5.5000
GEOMETRY POINT     2.5000    20.0000     5.5000
GEOMETRY POINT    -2.5000    20.0000    -5.5000
GEOMETRY POINT    -2.5000    20.0000     5.5000

GEOMETRY LINE  17  19
GEOMETRY LINE  19   1
GEOMETRY LINE   1   3
GEOMETRY LINE   3   4
GEOMETRY LINE   4   2
GEOMETRY LINE   2  20
GEOMETRY LINE  20  18
GEOMETRY LINE  18  17
GEOMETRY LINE  15  21
GEOMETRY LINE  21  23
GEOMETRY LINE  23   5
GEOMETRY LINE   5   6
GEOMETRY LINE   6  24
GEOMETRY LINE  24  22
GEOMETRY LINE  22  16
GEOMETRY LINE  16  15
GEOMETRY LINE  13  11
GEOMETRY LINE  11   9
GEOMETRY LINE   9   7
GEOMETRY LINE   7   8
GEOMETRY LINE   8  10
GEOMETRY LINE  10  12
GEOMETRY LINE  12  14
GEOMETRY LINE  14  13
GEOMETRY LINE  17  13
GEOMETRY LINE  19  11
GEOMETRY LINE   1   9
GEOMETRY LINE   3   7
GEOMETRY LINE   4   8
GEOMETRY LINE   2  10
GEOMETRY LINE  20  12
GEOMETRY LINE  14  18


GEOMETRY LOD  2 2.000

GEOMETRY POINT    -7.5000     0.0000    -5.5000
GEOMETRY POINT    -7.5000     0.0000     5.5000
GEOMETRY POINT     7.5000     0.0000    -5.5000
GEOMETRY POINT     7.5000     0.0000     5.5000
GEOMETRY POINT    -7.5000    25.0000    -5.5000
GEOMETRY POINT    -7.5000    25.0000     5.5000
GEOMETRY POINT     7.5000    25.0000    -5.5000
GEOMETRY POINT     7.5000    25.0000     5.5000

GEOMETRY LINE   1   2
GEOMETRY LINE   5   6
GEOMETRY LINE   3   4
GEOMETRY LINE   7   8
GEOMETRY LINE   3   1
GEOMETRY LINE   4   2
GEOMETRY LINE   7   5
GEOMETRY LINE   8   6
GEOMETRY LINE   3   7
GEOMETRY LINE   1   5
GEOMETRY LINE   2   6
GEOMETRY LINE   4   8


CLOSE SUBOBJECT

CLOSE SUBOBJECT

OPEN SUBOBJECT="Cover 1"


POSITIONING -110.000  20.000  0.000  0.000  0.000  0.000


GEOMETRY COLOR "Maroon"

GEOMETRY LOD  1 16.000

GEOMETRY POINT   -50.0000     0.0000   -30.0000
GEOMETRY POINT   -50.0000     0.0000    30.0000
GEOMETRY POINT   -50.0000     7.0000   -30.0000
GEOMETRY POINT   -50.0000     7.0000    30.0000
GEOMETRY POINT   -50.0000    10.0000   -20.0000
GEOMETRY POINT   -50.0000    10.0000    20.0000
GEOMETRY POINT    50.0000    10.0000   -20.0000
GEOMETRY POINT    50.0000    10.0000    20.0000
GEOMETRY POINT    50.0000     7.0000   -30.0000
GEOMETRY POINT    50.0000     7.0000    30.0000
GEOMETRY POINT    50.0000     0.0000   -30.0000
GEOMETRY POINT    50.0000     0.0000    30.0000

GEOMETRY LINE   1   2
GEOMETRY LINE   5   6
GEOMETRY LINE   7   8
GEOMETRY LINE  11  12
GEOMETRY LINE   1   3
GEOMETRY LINE   3   5
GEOMETRY LINE   6   4
GEOMETRY LINE   4   2
GEOMETRY LINE  11   9
GEOMETRY LINE   9   7
GEOMETRY LINE   8  10
GEOMETRY LINE  10  12
GEOMETRY LINE  11   1
GEOMETRY LINE   9   3
GEOMETRY LINE   7   5
GEOMETRY LINE   8   6
GEOMETRY LINE  10   4
GEOMETRY LINE  12   2

GEOMETRY TRIANGLE  5  6  7 /ATTRIBUTES=TERRAIN
GEOMETRY TRIANGLE  5  7  8 /ATTRIBUTES=TERRAIN


GEOMETRY LOD  2 7.000

GEOMETRY POINT   -50.0000     0.0000   -30.0000
GEOMETRY POINT   -50.0000     0.0000    30.0000
GEOMETRY POINT   -50.0000    10.0000   -30.0000
GEOMETRY POINT   -50.0000    10.0000    30.0000
GEOMETRY POINT    50.0000    10.0000   -30.0000
GEOMETRY POINT    50.0000    10.0000    30.0000
GEOMETRY POINT    50.0000     0.0000   -30.0000
GEOMETRY POINT    50.0000     0.0000    30.0000

GEOMETRY LINE   1   2
GEOMETRY LINE   3   4
GEOMETRY LINE   5   6
GEOMETRY LINE   7   8
GEOMETRY LINE   1   3
GEOMETRY LINE   2   4
GEOMETRY LINE   5   7
GEOMETRY LINE   6   8
GEOMETRY LINE   7   1
GEOMETRY LINE   5   3
GEOMETRY LINE   6   4
GEOMETRY LINE   8   2


GEOMETRY LOD  3 3.0

GEOMETRY POINT   -50.0000     0.0000   -30.0000
GEOMETRY POINT   -50.0000     0.0000    30.0000
GEOMETRY POINT   -50.0000    10.0000     0.0000
GEOMETRY POINT    50.0000    10.0000     0.0000
GEOMETRY POINT    50.0000     0.0000   -30.0000
GEOMETRY POINT    50.0000     0.0000    30.0000

GEOMETRY LINE   1   3
GEOMETRY LINE   3   2
GEOMETRY LINE   5   4
GEOMETRY LINE   6   4
GEOMETRY LINE   4   3


CLOSE SUBOBJECT

OPEN SUBOBJECT="Cover 2"


POSITIONING 0.000  20.000  0.000  0.000  0.000  0.000


GEOMETRY COLOR "Maroon"


GEOMETRY LOD  1 16.000

GEOMETRY POINT   -50.0000     0.0000   -30.0000
GEOMETRY POINT   -50.0000     0.0000    30.0000
GEOMETRY POINT   -50.0000     7.0000   -30.0000
GEOMETRY POINT   -50.0000     7.0000    30.0000
GEOMETRY POINT   -50.0000    10.0000   -20.0000
GEOMETRY POINT   -50.0000    10.0000    20.0000
GEOMETRY POINT    50.0000    10.0000   -20.0000
GEOMETRY POINT    50.0000    10.0000    20.0000
GEOMETRY POINT    50.0000     7.0000   -30.0000
GEOMETRY POINT    50.0000     7.0000    30.0000
GEOMETRY POINT    50.0000     0.0000   -30.0000
GEOMETRY POINT    50.0000     0.0000    30.0000

GEOMETRY LINE   1   2
GEOMETRY LINE   5   6
GEOMETRY LINE   7   8
GEOMETRY LINE  11  12
GEOMETRY LINE   1   3
GEOMETRY LINE   3   5
GEOMETRY LINE   6   4
GEOMETRY LINE   4   2
GEOMETRY LINE  11   9
GEOMETRY LINE   9   7
GEOMETRY LINE   8  10
GEOMETRY LINE  10  12
GEOMETRY LINE  11   1
GEOMETRY LINE   9   3
GEOMETRY LINE   7   5
GEOMETRY LINE   8   6
GEOMETRY LINE  10   4
GEOMETRY LINE  12   2

GEOMETRY TRIANGLE  5  6  7 /ATTRIBUTES=TERRAIN
GEOMETRY TRIANGLE  5  7  8 /ATTRIBUTES=TERRAIN

GEOMETRY LOD  2 7.000

GEOMETRY POINT   -50.0000     0.0000   -30.0000
GEOMETRY POINT   -50.0000     0.0000    30.0000
GEOMETRY POINT   -50.0000    10.0000   -30.0000
GEOMETRY POINT   -50.0000    10.0000    30.0000
GEOMETRY POINT    50.0000    10.0000   -30.0000
GEOMETRY POINT    50.0000    10.0000    30.0000
GEOMETRY POINT    50.0000     0.0000   -30.0000
GEOMETRY POINT    50.0000     0.0000    30.0000

GEOMETRY LINE   1   2
GEOMETRY LINE   3   4
GEOMETRY LINE   5   6
GEOMETRY LINE   7   8
GEOMETRY LINE   1   3
GEOMETRY LINE   2   4
GEOMETRY LINE   5   7
GEOMETRY LINE   6   8
GEOMETRY LINE   7   1
GEOMETRY LINE   5   3
GEOMETRY LINE   6   4
GEOMETRY LINE   8   2


GEOMETRY LOD  3 3.000

GEOMETRY POINT   -50.0000     0.0000   -30.0000
GEOMETRY POINT   -50.0000     0.0000    30.0000
GEOMETRY POINT   -50.0000    10.0000     0.0000
GEOMETRY POINT    50.0000    10.0000     0.0000
GEOMETRY POINT    50.0000     0.0000   -30.0000
GEOMETRY POINT    50.0000     0.0000    30.0000

GEOMETRY LINE   1   3
GEOMETRY LINE   3   2
GEOMETRY LINE   5   4
GEOMETRY LINE   6   4
GEOMETRY LINE   4   3


CLOSE SUBOBJECT

OPEN SUBOBJECT="Cover 3"


POSITIONING 110.000  20.000  0.000  0.000  0.000  0.000

GEOMETRY COLOR "Maroon"


GEOMETRY LOD  1 16.000

GEOMETRY POINT   -50.0000     0.0000   -30.0000
GEOMETRY POINT   -50.0000     0.0000    30.0000
GEOMETRY POINT   -50.0000     7.0000   -30.0000
GEOMETRY POINT   -50.0000     7.0000    30.0000
GEOMETRY POINT   -50.0000    10.0000   -20.0000
GEOMETRY POINT   -50.0000    10.0000    20.0000
GEOMETRY POINT    50.0000    10.0000   -20.0000
GEOMETRY POINT    50.0000    10.0000    20.0000
GEOMETRY POINT    50.0000     7.0000   -30.0000
GEOMETRY POINT    50.0000     7.0000    30.0000
GEOMETRY POINT    50.0000     0.0000   -30.0000
GEOMETRY POINT    50.0000     0.0000    30.0000

GEOMETRY LINE   1   2
GEOMETRY LINE   5   6
GEOMETRY LINE   7   8
GEOMETRY LINE  11  12
GEOMETRY LINE   1   3
GEOMETRY LINE   3   5
GEOMETRY LINE   6   4
GEOMETRY LINE   4   2
GEOMETRY LINE  11   9
GEOMETRY LINE   9   7
GEOMETRY LINE   8  10
GEOMETRY LINE  10  12
GEOMETRY LINE  11   1
GEOMETRY LINE   9   3
GEOMETRY LINE   7   5
GEOMETRY LINE   8   6
GEOMETRY LINE  10   4
GEOMETRY LINE  12   2

GEOMETRY TRIANGLE  5  6  7 /ATTRIBUTES=TERRAIN
GEOMETRY TRIANGLE  5  7  8 /ATTRIBUTES=TERRAIN

GEOMETRY LOD  2 7.000

GEOMETRY POINT   -50.0000     0.0000   -30.0000
GEOMETRY POINT   -50.0000     0.0000    30.0000
GEOMETRY POINT   -50.0000    10.0000   -30.0000
GEOMETRY POINT   -50.0000    10.0000    30.0000
GEOMETRY POINT    50.0000    10.0000   -30.0000
GEOMETRY POINT    50.0000    10.0000    30.0000
GEOMETRY POINT    50.0000     0.0000   -30.0000
GEOMETRY POINT    50.0000     0.0000    30.0000

GEOMETRY LINE   1   2
GEOMETRY LINE   3   4
GEOMETRY LINE   5   6
GEOMETRY LINE   7   8
GEOMETRY LINE   1   3
GEOMETRY LINE   2   4
GEOMETRY LINE   5   7
GEOMETRY LINE   6   8
GEOMETRY LINE   7   1
GEOMETRY LINE   5   3
GEOMETRY LINE   6   4
GEOMETRY LINE   8   2


GEOMETRY LOD  3 3.00

GEOMETRY POINT   -50.0000     0.0000   -30.0000
GEOMETRY POINT   -50.0000     0.0000    30.0000
GEOMETRY POINT   -50.0000    10.0000     0.0000
GEOMETRY POINT    50.0000    10.0000     0.0000
GEOMETRY POINT    50.0000     0.0000   -30.0000
GEOMETRY POINT    50.0000     0.0000    30.0000

GEOMETRY LINE   1   3
GEOMETRY LINE   3   2
GEOMETRY LINE   5   4
GEOMETRY LINE   6   4
GEOMETRY LINE   4   3


CLOSE SUBOBJECT

OPEN SUBOBJECT="Grue"


POSITIONING 170.000  20.000  0.000  0.000  0.000  0.000

VOLUME 30.000 0.000 50.000 0.000 30.000/DESTROY=(LOCALDESTRUCT)

GEOMETRY COLOR "Maroon"


GEOMETRY LOD  1 9.000

GEOMETRY POINT     0.0000     0.0000    -3.0000
GEOMETRY POINT    -3.0000     0.0000     0.0000
GEOMETRY POINT     0.0000     0.0000     3.0000
GEOMETRY POINT     0.0000    47.0000    -3.0000
GEOMETRY POINT     0.0000    47.0000     0.0000
GEOMETRY POINT     0.0000    47.0000     3.0000
GEOMETRY POINT     0.0000    50.0000   -30.0000
GEOMETRY POINT    -3.0000    50.0000     0.0000
GEOMETRY POINT     0.0000    50.0000    30.0000
GEOMETRY POINT     0.0000    53.0000     3.0000
GEOMETRY POINT     0.0000    53.0000    -3.0000
GEOMETRY POINT     0.0000    53.0000     0.0000
GEOMETRY POINT     0.0000    80.0000     0.0000

GEOMETRY LINE   1   4
GEOMETRY LINE   3   6
GEOMETRY LINE   2   8
GEOMETRY LINE   8  13
GEOMETRY LINE   7   8
GEOMETRY LINE   9   8
GEOMETRY LINE   7   5
GEOMETRY LINE   7  12
GEOMETRY LINE   9   5
GEOMETRY LINE   9  12
GEOMETRY LINE  10  13
GEOMETRY LINE  11  13
GEOMETRY LINE  13   7
GEOMETRY LINE  13   9


GEOMETRY LOD  2 3.000

GEOMETRY POINT     0.0000     0.0000     0.0000
GEOMETRY POINT     0.0000    80.0000     0.0000
GEOMETRY POINT     0.0000    50.0000   -30.0000
GEOMETRY POINT     0.0000    50.0000    30.0000

GEOMETRY LINE   1   2
GEOMETRY LINE   3   4


CLOSE SUBOBJECT

OPEN SUBOBJECT="Grue 2"


POSITIONING 55.000  20.000  0.000  0.000  0.000  0.000


VOLUME 30.000 0.000 50.000 0.000 30.000/DESTROY=(LOCALDESTRUCT)

GEOMETRY COLOR "Maroon"


GEOMETRY LOD  1 9.000

GEOMETRY POINT     0.0000     0.0000    -3.0000
GEOMETRY POINT    -3.0000     0.0000     0.0000
GEOMETRY POINT     0.0000     0.0000     3.0000
GEOMETRY POINT     0.0000    47.0000    -3.0000
GEOMETRY POINT     0.0000    47.0000     0.0000
GEOMETRY POINT     0.0000    47.0000     3.0000
GEOMETRY POINT     0.0000    50.0000   -30.0000
GEOMETRY POINT    -3.0000    50.0000     0.0000
GEOMETRY POINT     0.0000    50.0000    30.0000
GEOMETRY POINT     0.0000    53.0000     3.0000
GEOMETRY POINT     0.0000    53.0000    -3.0000
GEOMETRY POINT     0.0000    53.0000     0.0000
GEOMETRY POINT     0.0000    80.0000     0.0000

GEOMETRY LINE   1   4
GEOMETRY LINE   3   6
GEOMETRY LINE   2   8
GEOMETRY LINE   8  13
GEOMETRY LINE   7   8
GEOMETRY LINE   9   8
GEOMETRY LINE   7   5
GEOMETRY LINE   7  12
GEOMETRY LINE   9   5
GEOMETRY LINE   9  12
GEOMETRY LINE  10  13
GEOMETRY LINE  11  13
GEOMETRY LINE  13   7
GEOMETRY LINE  13   9


GEOMETRY LOD  2 3.000

GEOMETRY POINT     0.0000     0.0000     0.0000
GEOMETRY POINT     0.0000    80.0000     0.0000
GEOMETRY POINT     0.0000    50.0000   -30.0000
GEOMETRY POINT     0.0000    50.0000    30.0000

GEOMETRY LINE   1   2
GEOMETRY LINE   3   4


CLOSE SUBOBJECT

CLOSE OBJECT

!!  Porte Avions 

OPEN OBJECT="USS Carl Vinson"

SIGNATURE RADAR 6000.000,17500.000,12450.000

VOLUME 75.000    0.000  -15.0  80.000 4500.000/DESTROY=(SELFDESTRUCT)
VOLUME 75.000  250.000  -15.0  80.000 4500.000/DESTROY=(SELFDESTRUCT)
VOLUME 75.000 -250.000  -15.0  80.000 4500.000/DESTROY=(SELFDESTRUCT)
VOLUME 75.000    0.000  -15.0 -80.000 4500.000/DESTROY=(SELFDESTRUCT)
VOLUME 75.000  250.000  -15.0 -80.000 4500.000/DESTROY=(SELFDESTRUCT)
VOLUME 75.000 -250.000  -15.0 -80.000 4500.000/DESTROY=(SELFDESTRUCT)

GEOMETRY COLOR "Dark Slate Gray"

GEOMETRY LOD  1 22.000

GEOMETRY POINT   593.5000    61.7240    45.1060
GEOMETRY POINT   593.5000    61.7240    28.4880
GEOMETRY POINT   608.9310    58.1630    23.7400
GEOMETRY POINT   608.9310    58.1630    16.6180
GEOMETRY POINT   593.5000    61.7240    17.8050
GEOMETRY POINT   593.5000    61.7240   -22.5530
GEOMETRY POINT   608.9310    58.1630   -24.9270
GEOMETRY POINT   608.9310    58.1630   -32.0490
GEOMETRY POINT   593.5000    61.7240   -30.8620
GEOMETRY POINT   593.5000    61.7240   -45.1060
GEOMETRY POINT   320.4900    61.7240   -66.4720
GEOMETRY POINT   244.5220    61.7240  -130.5700
GEOMETRY POINT   150.7490    61.7240  -130.5700
GEOMETRY POINT    90.2120    61.7240  -119.8870
GEOMETRY POINT  -356.1000    61.7240  -119.8870
GEOMETRY POINT  -371.5310    61.7240   -70.0330
GEOMETRY POINT  -486.6700    61.7240   -58.1630
GEOMETRY POINT  -503.2880    61.7240   -16.6180
GEOMETRY POINT  -487.8570    61.7240    72.4070
GEOMETRY POINT  -448.6860    61.7240    68.8460
GEOMETRY POINT  -428.5070    61.7240    89.0250
GEOMETRY POINT  -329.9860    61.7240    94.9600
GEOMETRY POINT  -328.7990    61.7240   119.8870
GEOMETRY POINT   258.7660    61.7240   119.8870
GEOMETRY POINT   335.9210    61.7240    64.0980
GEOMETRY POINT   553.1420     0.0000     0.0000
GEOMETRY POINT   563.8250    29.6750    10.6830
GEOMETRY POINT   563.8250    29.6750   -10.6830
GEOMETRY POINT   237.4000     0.0000   -75.9680
GEOMETRY POINT   237.4000     0.0000    75.9680
GEOMETRY POINT  -486.6700     0.0000   -58.7565
GEOMETRY POINT  -486.6700     0.0000    71.8135
GEOMETRY POINT  -486.6700    61.7240   -58.7565
GEOMETRY POINT   170.9280    61.7240   119.8870
GEOMETRY POINT   161.4320    61.7240    89.0250
GEOMETRY POINT   161.4320    61.7240    64.0980
GEOMETRY POINT    87.8380    61.7240    64.0980
GEOMETRY POINT    87.8380    61.7240   119.8870
GEOMETRY POINT    21.3660    61.7240   119.8870
GEOMETRY POINT    11.8700    61.7240    89.0250
GEOMETRY POINT    11.8700    61.7240    64.0980
GEOMETRY POINT   -62.9110    61.7240    64.0980
GEOMETRY POINT   -62.9110    61.7240   119.8870
GEOMETRY POINT  -239.7740    61.7240   119.8870
